Date,Open,High,Low,Close,Adj Close,Volume
2018-11-01,308007.000000,335109.000000,305250.000000,326000.000000,326000.000000,5600
2018-12-01,331500.000000,335041.000000,279410.000000,306000.000000,306000.000000,9500
2019-01-01,302000.000000,311890.000000,286650.000000,311500.000000,311500.000000,8500
2019-02-01,310005.000000,313960.000000,297381.000000,302200.000000,302200.000000,4700
2019-03-01,304520.000000,311299.000000,295900.000000,301215.000000,301215.000000,5200
2019-04-01,302800.000000,325845.000000,302800.000000,325080.000000,325080.000000,4500
2019-05-01,325700.000000,328555.000000,296800.000000,297060.000000,297060.000000,6600
2019-06-01,297000.000000,319960.000000,296623.000000,318350.000000,318350.000000,5000
2019-07-01,321032.000000,324711.000000,306623.000000,308666.000000,308666.000000,5400
2019-08-01,310250.000000,316000.000000,294511.000000,303078.000000,303078.000000,5400
2019-09-01,302200.000000,321833.000000,300731.000000,311832.000000,311832.000000,4600
2019-10-01,313100.000000,320500.000000,302260.000000,315027.000000,315027.000000,7500
2019-11-01,320250.000000,335000.000000,320000.000000,330495.000000,330495.000000,5700
2019-12-01,330802.000000,342250.000000,324900.000000,339590.000000,339590.000000,5700
2020-01-01,341150.000000,347400.000000,332000.000000,335996.000000,335996.000000,5000
2020-02-01,338160.000000,345000.000000,300750.000000,309096.000000,309096.000000,6000
2020-03-01,314000.000000,327937.000000,239440.000000,272000.000000,272000.000000,19100
2020-04-01,265900.000000,295765.000000,261180.000000,281700.000000,281700.000000,13800
2020-05-01,278121.000000,280899.000000,250926.000000,278640.000000,278640.000000,8500
2020-06-01,278167.000000,304990.000000,262700.000000,267300.000000,267300.000000,13700
2020-07-01,267600.000000,294870.000000,266357.000000,293631.000000,293631.000000,7700
2020-08-01,295000.000000,323500.000000,294510.000000,316251.000000,316251.000000,45000
2020-08-14,317300.000000,318000.000000,315402.250000,316251.000000,316251.000000,222
